depth,easy,easy_transition,easy_transition_brackets,fraction_replicas_ratio_positive,hard,hard_transition,hard_transition_brackets,log_volume_ratio_easy_over_hard_median,log_volume_ratio_max,log_volume_ratio_min,threshold
1.5566749439387393,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",1622.298184562323,1728.3233603303124,1546.8650663816427,0.21083594833854
1.676674943938707,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",1767.8880649731946,1871.7862479907326,1678.745227588236,0.1869947113761
1.7966749439387035,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",1901.7817683641438,2002.9077541513411,1800.7478365712846,0.16584943107749
1.9166749439387005,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",2025.365180749065,2140.0615820921084,1916.6880950229033,0.14709524984054
2.036674943938709,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",2142.1089392173612,2274.2911201611164,2027.6923212705683,0.13046178322759
2.156674943938737,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",2254.4427775681825,2398.128655029896,2134.3997361497463,0.11570922175511
2.2766749439386844,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",2362.7146050088704,2512.7538970894784,2236.6975625853515,0.10262487349125
2.396674943938712,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",2468.562263556152,2621.7685067173347,2334.97719548135,0.0910200976149
2.516674943938779,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",2569.7316236268753,2727.4519592631045,2429.701783946829,0.08072758472664
2.6366749439386794,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",2664.07349090513,2829.4237150437584,2520.7754301132272,0.07159894470088
2.756674943938713,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",2755.491782539435,2927.2507384911933,2608.09589251901,0.06350256730259
2.8766749439387804,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",2844.33396708678,3022.9027581967475,2692.450720311681,0.05632172472467
2.996674943938737,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",2930.7692941791483,3116.850830562675,2774.3745468681245,0.04995288868947
3.1166749439386985,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3014.885385410359,3208.385892106402,2854.269743643869,0.04430423785175
3.2366749439388243,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3096.905982928881,3298.143270478017,2932.0114880474057,0.03929433398389
3.356674943938869,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3177.30345077442,3385.9976085200738,3008.1679248881583,0.0348509478575
3.476674943938894,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3256.1136920644544,3471.8927585328997,3082.4938818248015,0.03091001789378
3.596674943938767,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3333.174057802851,3555.6064421937676,3155.7332699698522,0.02741472656929
3.7166749439386084,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3408.2703659153103,3638.254606848245,3227.766894575437,0.02431468126132
3.8366749439385353,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3482.087876413155,3718.9072080265855,3298.8033068624654,0.02156518772293
3.956674943938983,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3554.5835674358277,3798.453997285335,3368.630495176752,0.0191266057131
4.076674943938955,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3626.7561091792313,3877.1153055736595,3437.8611677842396,0.01696377749198
4.196674943938928,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3698.69868561761,3954.615745760145,3506.142251235061,0.01504552094156
4.316674943938593,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3769.671229640576,4031.3167633840476,3573.1024494194785,0.01334418000413
4.436674943939044,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3839.44168967106,4107.4558596941315,3639.1724435564256,0.01183522595689
4.556674943939151,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3908.378619395191,4182.985730151493,3703.912879043764,0.01049690377433
4.676674943938801,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",3976.8353114388046,4257.874061307086,3767.642258861872,0.00930991847971
4.796674943938259,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",4044.3504705349587,4332.166798995779,3830.408851142273,0.00825715696383
4.916674943938563,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",4111.181336729731,4405.630516618879,3891.992691784136,0.0073234412604
5.036674943938012,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",4177.4279036976895,4478.615882958639,3953.2404031511223,0.00649530972095
5.15667494393943,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",4242.791355286828,4551.3545862457195,4013.96737396776,0.00576082293431
5.276674943939125,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",4307.478165603254,4624.079559563404,4074.325777300593,0.00510939159275
5.396674943939303,parity3,"[96, 112]","{""n50"": [80, 96], ""n90"": [96, 112]}",1.0,random_balanced,"[241, 241]","{""n50"": [240, null], ""n90"": [240, null]}",4371.677735424505,4696.016659606711,4133.917741259031,0.0045316238228
