"condition_index","copy_x1_similarity","copy_x2_similarity","dataset_index","function_hex","parity_alt_similarity","probability","rank","sampling_protocol","target_accuracy","target_name","threshold"
"26","0.49609375","0.49609375","5","0x0000000000000000FFFFFFFFFFFFFFFFFBFFFFFFFFFFFFFF0000000000000000","0.50390625","0.0042724609375","8","cell_balanced","0.99609375","parity2","0.02"
"27","0.75","0.75","5","0xFFFFFFFFFF7FFF7F0000000000000000FFFFFFFF01000100FFFFFFFF00000000","0.265625","0.0626220703125","1","cell_balanced","0.984375","mux3","0.02"
"27","0.7578125","0.7421875","5","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF01000100FFFFFFFF00000000","0.2578125","0.050048828125","2","cell_balanced","0.9921875","mux3","0.02"
"27","0.75390625","0.74609375","5","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF01000000FFFFFFFF00000000","0.25390625","0.0281982421875","3","cell_balanced","0.99609375","mux3","0.02"
"27","0.7578125","0.7421875","5","0xFFFFFFFFFF7FFF7F0000000000000000FFFFFFFF11001100FFFFFFFF00000000","0.2734375","0.02734375","4","cell_balanced","0.9765625","mux3","0.02"
"27","0.75390625","0.74609375","5","0xFFFFFFFFFFFFFF7F0000000000000000FFFFFFFF01000100FFFFFFFF00000000","0.26171875","0.0233154296875","5","cell_balanced","0.98828125","mux3","0.02"
"27","0.7734375","0.7265625","5","0xFFFFFFFFFF7FFF7F0000000000000000FFFFFFFF15011501FFFFFFFF00000000","0.2890625","0.0213623046875","6","cell_balanced","0.9609375","mux3","0.02"
"27","0.75","0.75","5","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00000000","0.25","0.01904296875","7","cell_balanced","1.0","mux3","0.02"
"27","0.765625","0.734375","5","0xFFFFFFFFFFFFFF7F0000000000000000FFFFFFFF15010100FFFFFFFF00000000","0.2734375","0.0150146484375","8","cell_balanced","0.9765625","mux3","0.02"
"28","0.5","0.5","6","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.5","1.0","1","cell_balanced","1.0","parity2","0.02"
"29","0.75","0.75","6","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00000000","0.25","0.8564453125","1","cell_balanced","1.0","mux3","0.02"
"29","0.75390625","0.74609375","6","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000400FFFFFFFF00000000","0.25390625","0.055908203125","2","cell_balanced","0.99609375","mux3","0.02"
"29","0.7578125","0.7421875","6","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF04000400FFFFFFFF00000000","0.2578125","0.014404296875","3","cell_balanced","0.9921875","mux3","0.02"
"29","0.75390625","0.74609375","6","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFEF00000000","0.25390625","0.0120849609375","4","cell_balanced","0.99609375","mux3","0.02"
"29","0.75390625","0.74609375","6","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF04000000FFFFFFFF00000000","0.25390625","0.010498046875","5","cell_balanced","0.99609375","mux3","0.02"
"29","0.75390625","0.74609375","6","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFE00000000","0.25390625","0.0048828125","6","cell_balanced","0.99609375","mux3","0.02"
"29","0.74609375","0.75390625","6","0xFFFFFFFFFFFFFFFF0000080000000000FFFFFFFF00000000FFFFFFFF00000000","0.25390625","0.0048828125","7","cell_balanced","0.99609375","mux3","0.02"
"29","0.7578125","0.7421875","6","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFEE00000000","0.2578125","0.0042724609375","8","cell_balanced","0.9921875","mux3","0.02"
"30","0.5","0.5","7","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.5","0.17138671875","1","cell_balanced","1.0","parity2","0.02"
"30","0.50390625","0.49609375","7","0x0000000000000000DFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.49609375","0.1143798828125","2","cell_balanced","0.99609375","parity2","0.02"
"30","0.5078125","0.4921875","7","0x00000000000000005FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.4921875","0.0616455078125","3","cell_balanced","0.9921875","parity2","0.02"
"30","0.51953125","0.48828125","7","0x00000000000000004FFFDFFFDFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.48828125","0.045654296875","4","cell_balanced","0.98046875","parity2","0.02"
"30","0.5078125","0.4921875","7","0x0000000000000000CFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.4921875","0.0360107421875","5","cell_balanced","0.9921875","parity2","0.02"
"30","0.5078125","0.4921875","7","0x0000000000000000DFFFDFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.4921875","0.02734375","6","cell_balanced","0.9921875","parity2","0.02"
"30","0.51171875","0.48828125","7","0x00000000000000004FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.48828125","0.0228271484375","7","cell_balanced","0.98828125","parity2","0.02"
"30","0.515625","0.484375","7","0x00000000000000004FFFDFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.484375","0.02197265625","8","cell_balanced","0.984375","parity2","0.02"
"31","0.75","0.75","7","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00000000","0.25","0.09521484375","1","cell_balanced","1.0","mux3","0.02"
"31","0.7578125","0.7421875","7","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000808FFFFFFFF00000000","0.2578125","0.0679931640625","2","cell_balanced","0.9921875","mux3","0.02"
"31","0.765625","0.734375","7","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF08080808FFFFFFFF00000000","0.265625","0.045166015625","3","cell_balanced","0.984375","mux3","0.02"
"31","0.7734375","0.7265625","7","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF08080C0CFFFFFFFF00000000","0.2734375","0.0416259765625","4","cell_balanced","0.9765625","mux3","0.02"
"31","0.75390625","0.74609375","7","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000008FFFFFFFF00000000","0.25390625","0.039306640625","5","cell_balanced","0.99609375","mux3","0.02"
"31","0.765625","0.734375","7","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000C0CFFFFFFFF00000000","0.265625","0.03564453125","6","cell_balanced","0.984375","mux3","0.02"
"31","0.75390625","0.74609375","7","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000800FFFFFFFF00000000","0.25390625","0.0245361328125","7","cell_balanced","0.99609375","mux3","0.02"
"31","0.76171875","0.73828125","7","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00080808FFFFFFFF00000000","0.26171875","0.0211181640625","8","cell_balanced","0.98828125","mux3","0.02"
"32","0.5","0.5","0","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.5","0.6627197265625","1","conflict_enriched","1.0","parity2","0.02"
"32","0.49609375","0.49609375","0","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000001000","0.50390625","0.0565185546875","2","conflict_enriched","0.99609375","parity2","0.02"
"32","0.4921875","0.4921875","0","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000001010","0.5078125","0.0423583984375","3","conflict_enriched","0.9921875","parity2","0.02"
"32","0.4921875","0.4921875","0","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000010001000","0.5078125","0.026123046875","4","conflict_enriched","0.9921875","parity2","0.02"
"32","0.484375","0.484375","0","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000010101010","0.515625","0.0242919921875","5","conflict_enriched","0.984375","parity2","0.02"
"32","0.49609375","0.49609375","0","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000010","0.50390625","0.0201416015625","6","conflict_enriched","0.99609375","parity2","0.02"
"32","0.48828125","0.48828125","0","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000010001010","0.51171875","0.0140380859375","7","conflict_enriched","0.98828125","parity2","0.02"
"32","0.49609375","0.49609375","0","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000010000000","0.50390625","0.0084228515625","8","conflict_enriched","0.99609375","parity2","0.02"
"33","0.75","0.75","0","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00000000","0.25","0.8245849609375","1","conflict_enriched","1.0","mux3","0.02"
"33","0.74609375","0.74609375","0","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00004000","0.25390625","0.0667724609375","2","conflict_enriched","0.99609375","mux3","0.02"
"33","0.7421875","0.7421875","0","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00004040","0.2578125","0.0224609375","3","conflict_enriched","0.9921875","mux3","0.02"
"33","0.74609375","0.74609375","0","0xFFFFFFFFFFFFFFFF0000000000000000FDFFFFFF00000000FFFFFFFF00000000","0.25390625","0.0140380859375","4","conflict_enriched","0.99609375","mux3","0.02"
"33","0.74609375","0.74609375","0","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00000040","0.25390625","0.0072021484375","5","conflict_enriched","0.99609375","mux3","0.02"
"33","0.73828125","0.73828125","0","0xFFFFFFFFFFFFFFFF0000000000000000FDFFFFFF00000000FFFFFFFF00004040","0.26171875","0.00634765625","6","conflict_enriched","0.98828125","mux3","0.02"
"33","0.7421875","0.7421875","0","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF40004000","0.2578125","0.005859375","7","conflict_enriched","0.9921875","mux3","0.02"
"33","0.73828125","0.73828125","0","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF40004040","0.26171875","0.003662109375","8","conflict_enriched","0.98828125","mux3","0.02"
"34","0.5","0.5","1","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.5","0.0205078125","1","conflict_enriched","1.0","parity2","0.02"
"34","0.49609375","0.49609375","1","0x0000000000000000FFFFFFFFFFFFFFFFFFFF7FFFFFFFFFFF0000000000000000","0.50390625","0.01318359375","2","conflict_enriched","0.99609375","parity2","0.02"
"34","0.484375","0.484375","1","0x0000000000000000FFFFFFFFFFFFFFFFFFFF5FFFFFFFFFFF0000000000050000","0.515625","0.0113525390625","3","conflict_enriched","0.984375","parity2","0.02"
"34","0.48828125","0.48828125","1","0x0000000000000000FFFFFFFFFFFFFFFFFFFF5FFFFFFFFFFF0000000000040000","0.51171875","0.010498046875","4","conflict_enriched","0.98828125","parity2","0.02"
"34","0.4609375","0.4765625","1","0x0000000000000000FFFFFFFFFFFFFFFFFFFF05FFFFFF5FFF0000000000050000","0.5234375","0.0081787109375","5","conflict_enriched","0.9609375","parity2","0.02"
"34","0.49609375","0.49609375","1","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000040000","0.50390625","0.008056640625","6","conflict_enriched","0.99609375","parity2","0.02"
"34","0.4921875","0.4921875","1","0x0000000000000000FFFFFFFFFFFFFFFFFFFF5FFFFFFFFFFF0000000000000000","0.5078125","0.0074462890625","7","conflict_enriched","0.9921875","parity2","0.02"
"34","0.47265625","0.48046875","1","0x0000000000000000FFFFFFFFFFFFFFFFFFFF17FFFFFF7FFF0000000000050000","0.51953125","0.006591796875","8","conflict_enriched","0.97265625","parity2","0.02"
"35","0.75","0.75","1","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00000000","0.25","0.9837646484375","1","conflict_enriched","1.0","mux3","0.02"
"35","0.74609375","0.75390625","1","0xFFFFFFFFFFFFFFFF0020000000000000FFFFFFFF00000000FFFFFFFF00000000","0.25390625","0.007568359375","2","conflict_enriched","0.99609375","mux3","0.02"
"35","0.75390625","0.74609375","1","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00008000FFFFFFFF00000000","0.25390625","0.001708984375","3","conflict_enriched","0.99609375","mux3","0.02"
"35","0.7421875","0.7578125","1","0xFFFFFFFFFFFFFFFF2020000000000000FFFFFFFF00000000FFFFFFFF00000000","0.2578125","0.0013427734375","4","conflict_enriched","0.9921875","mux3","0.02"
"35","0.74609375","0.75390625","1","0xFFFFFFFFFFFFFFFF2000000000000000FFFFFFFF00000000FFFFFFFF00000000","0.25390625","0.0010986328125","5","conflict_enriched","0.99609375","mux3","0.02"
"35","0.7578125","0.7421875","1","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00008800FFFFFFFF00000000","0.2578125","0.0008544921875","6","conflict_enriched","0.9921875","mux3","0.02"
"35","0.74609375","0.75390625","1","0xFFFFFFFFFFFFFFFF0002000000000000FFFFFFFF00000000FFFFFFFF00000000","0.25390625","0.000732421875","7","conflict_enriched","0.99609375","mux3","0.02"
"35","0.7421875","0.75","1","0xFFFFFFFFFFFFFFFF0020000000200000FFFFFFFF00000000FFFFFFFF00000000","0.25","0.0003662109375","8","conflict_enriched","0.9921875","mux3","0.02"
"36","0.5","0.5","2","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.5","0.8941650390625","1","conflict_enriched","1.0","parity2","0.02"
"36","0.50390625","0.50390625","2","0x0000000000000000FFFFFFFFFFFFFFEFFFFFFFFFFFFFFFFF0000000000000000","0.50390625","0.0242919921875","2","conflict_enriched","0.99609375","parity2","0.02"
"36","0.49609375","0.49609375","2","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000004","0.50390625","0.0157470703125","3","conflict_enriched","0.99609375","parity2","0.02"
"36","0.5078125","0.5078125","2","0x0000000000000000FFFFFFFFFFEFFFEFFFFFFFFFFFFFFFFF0000000000000000","0.5078125","0.0145263671875","4","conflict_enriched","0.9921875","parity2","0.02"
"36","0.49609375","0.49609375","2","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000400","0.50390625","0.011962890625","5","conflict_enriched","0.99609375","parity2","0.02"
"36","0.4921875","0.4921875","2","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000404","0.5078125","0.0107421875","6","conflict_enriched","0.9921875","parity2","0.02"
"36","0.50390625","0.50390625","2","0x0000000000000000FFFFFFFFFFEFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.50390625","0.00732421875","7","conflict_enriched","0.99609375","parity2","0.02"
"36","0.49609375","0.49609375","2","0x0000000000000000FFFFFFFFFFFFFFFFDFFFFFFFFFFFFFFF0000000000000000","0.50390625","0.00341796875","8","conflict_enriched","0.99609375","parity2","0.02"
"37","0.75","0.75","2","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00000000","0.25","0.21875","1","conflict_enriched","1.0","mux3","0.02"
"37","0.75390625","0.74609375","2","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFF7FF00000000","0.25390625","0.0926513671875","2","conflict_enriched","0.99609375","mux3","0.02"
"37","0.7578125","0.7421875","2","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000F7FFF7FF00000000","0.2578125","0.06982421875","3","conflict_enriched","0.9921875","mux3","0.02"
"37","0.765625","0.734375","2","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF0000000077FF77FF00000000","0.265625","0.0679931640625","4","conflict_enriched","0.984375","mux3","0.02"
"37","0.76171875","0.73828125","2","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000F7FF77FF00000000","0.26171875","0.0556640625","5","conflict_enriched","0.98828125","mux3","0.02"
"37","0.7578125","0.7421875","2","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFF77FF00000000","0.2578125","0.0426025390625","6","conflict_enriched","0.9921875","mux3","0.02"
"37","0.75","0.75","2","0xFFFFFFFFFFFFFFFF0010000000000000FFFFFFFF00000000FFFFF7FF00000000","0.2578125","0.0223388671875","7","conflict_enriched","0.9921875","mux3","0.02"
"37","0.7578125","0.7421875","2","0xFFFFFFFFFFFFFFFF0010000000000000FFFFFFFF00000000F7FF77FF00000000","0.265625","0.0206298828125","8","conflict_enriched","0.984375","mux3","0.02"
"38","0.5","0.5","3","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.5","0.5108642578125","1","conflict_enriched","1.0","parity2","0.02"
"38","0.4921875","0.4921875","3","0x0000000000000000FFFFFFFFFFFFFFFFFFFFBBFFFFFFFFFF0000000000000000","0.5078125","0.0543212890625","2","conflict_enriched","0.9921875","parity2","0.02"
"38","0.49609375","0.49609375","3","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFBFFFFFFFFFF0000000000000000","0.50390625","0.0518798828125","3","conflict_enriched","0.99609375","parity2","0.02"
"38","0.49609375","0.49609375","3","0x0000000000000000FFFFFFFFFFFFFFFFFFFFBFFFFFFFFFFF0000000000000000","0.50390625","0.03564453125","4","conflict_enriched","0.99609375","parity2","0.02"
"38","0.484375","0.484375","3","0x0000000000000000FFFFFFFFFFFFFFFFFFFF33FFFFFFFFFF0000000000000000","0.515625","0.0133056640625","5","conflict_enriched","0.984375","parity2","0.02"
"38","0.484375","0.484375","3","0x0000000000000000FFFFFFFFFFFFFFFFFFFFBBFFFFFFFFFF0000000000220000","0.515625","0.01318359375","6","conflict_enriched","0.984375","parity2","0.02"
"38","0.4921875","0.4921875","3","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFBFBFFFFFFFF0000000000000000","0.5078125","0.0113525390625","7","conflict_enriched","0.9921875","parity2","0.02"
"38","0.48828125","0.48828125","3","0x0000000000000000FFFFFFFFFFFFFFFFFFFF3BFFFFFFFFFF0000000000000000","0.51171875","0.0091552734375","8","conflict_enriched","0.98828125","parity2","0.02"
"39","0.75","0.75","3","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00000000","0.25","0.6658935546875","1","conflict_enriched","1.0","mux3","0.02"
"39","0.75390625","0.74609375","3","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00040000FFFFFFFF00000000","0.25390625","0.0863037109375","2","conflict_enriched","0.99609375","mux3","0.02"
"39","0.7578125","0.7421875","3","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00050000FFFFFFFF00000000","0.2578125","0.084716796875","3","conflict_enriched","0.9921875","mux3","0.02"
"39","0.75390625","0.74609375","3","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00010000FFFFFFFF00000000","0.25390625","0.0450439453125","4","conflict_enriched","0.99609375","mux3","0.02"
"39","0.75390625","0.73828125","3","0xFFFFFFFFFFFFFFFF0000000000000000FFFFDFFF00050000FFFFFFFF00000000","0.26171875","0.0142822265625","5","conflict_enriched","0.98828125","mux3","0.02"
"39","0.74609375","0.74609375","3","0xFFFFFFFFFFFFFFFF0000000000000000FFFFDFFF00000000FFFFFFFF00000000","0.25390625","0.01220703125","6","conflict_enriched","0.99609375","mux3","0.02"
"39","0.74609375","0.74609375","3","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00040000","0.25390625","0.0118408203125","7","conflict_enriched","0.99609375","mux3","0.02"
"39","0.75390625","0.73828125","3","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00050000FFFFFFFF00040000","0.26171875","0.0084228515625","8","conflict_enriched","0.98828125","mux3","0.02"
"40","0.5","0.5","4","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.5","0.35791015625","1","conflict_enriched","1.0","parity2","0.02"
"40","0.4921875","0.4921875","4","0x0000000000000000FFFFFFFFFFFFFFFFFFAFFFFFFFFFFFFF0000000000000000","0.5078125","0.078125","2","conflict_enriched","0.9921875","parity2","0.02"
"40","0.49609375","0.49609375","4","0x0000000000000000FFFFFFFFFFFFFFFFFFEFFFFFFFFFFFFF0000000000000000","0.50390625","0.0546875","3","conflict_enriched","0.99609375","parity2","0.02"
"40","0.49609375","0.49609375","4","0x0000000000000000FFFFFFFFFFFFFFFFFFBFFFFFFFFFFFFF0000000000000000","0.50390625","0.050048828125","4","conflict_enriched","0.99609375","parity2","0.02"
"40","0.484375","0.484375","4","0x0000000000000000FFFFFFFFFFFFFFFFFFAFFFAFFFFFFFFF0000000000000000","0.515625","0.03564453125","5","conflict_enriched","0.984375","parity2","0.02"
"40","0.48828125","0.48828125","4","0x0000000000000000FFFFFFFFFFFFFFFFFFAFFFFFFFFFFFFF0000000000000200","0.51171875","0.0224609375","6","conflict_enriched","0.98828125","parity2","0.02"
"40","0.48828125","0.48828125","4","0x0000000000000000FFFFFFFFFFFFFFFFFFAFFFBFFFFFFFFF0000000000000000","0.51171875","0.0179443359375","7","conflict_enriched","0.98828125","parity2","0.02"
"40","0.50390625","0.50390625","4","0x0000000000000000FFFFFFFFDFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.50390625","0.01416015625","8","conflict_enriched","0.99609375","parity2","0.02"
"41","0.75","0.75","4","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00000000","0.25","0.8470458984375","1","conflict_enriched","1.0","mux3","0.02"
"41","0.75390625","0.74609375","4","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00100000FFFFFFFF00000000","0.25390625","0.0286865234375","2","conflict_enriched","0.99609375","mux3","0.02"
"41","0.75390625","0.74609375","4","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000010FFFFFFFF00000000","0.25390625","0.02783203125","3","conflict_enriched","0.99609375","mux3","0.02"
"41","0.7578125","0.7421875","4","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00100010FFFFFFFF00000000","0.2578125","0.0230712890625","4","conflict_enriched","0.9921875","mux3","0.02"
"41","0.7578125","0.7421875","4","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF10100000FFFFFFFF00000000","0.2578125","0.0145263671875","5","conflict_enriched","0.9921875","mux3","0.02"
"41","0.765625","0.734375","4","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF10101010FFFFFFFF00000000","0.265625","0.009033203125","6","conflict_enriched","0.984375","mux3","0.02"
"41","0.76171875","0.73828125","4","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF10100010FFFFFFFF00000000","0.26171875","0.0074462890625","7","conflict_enriched","0.98828125","mux3","0.02"
"41","0.75390625","0.74609375","4","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF10000000FFFFFFFF00000000","0.25390625","0.0064697265625","8","conflict_enriched","0.99609375","mux3","0.02"
"42","0.5","0.5","5","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.5","0.7337646484375","1","conflict_enriched","1.0","parity2","0.02"
"42","0.4921875","0.4921875","5","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000001010","0.5078125","0.055908203125","2","conflict_enriched","0.9921875","parity2","0.02"
"42","0.49609375","0.49609375","5","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000010","0.50390625","0.0408935546875","3","conflict_enriched","0.99609375","parity2","0.02"
"42","0.484375","0.484375","5","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000003030","0.515625","0.0264892578125","4","conflict_enriched","0.984375","parity2","0.02"
"42","0.49609375","0.49609375","5","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000001000","0.50390625","0.0206298828125","5","conflict_enriched","0.99609375","parity2","0.02"
"42","0.48828125","0.48828125","5","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000001030","0.51171875","0.01171875","6","conflict_enriched","0.98828125","parity2","0.02"
"42","0.50390625","0.50390625","5","0x0000000000000000FFFFFFFFF7FFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.50390625","0.009521484375","7","conflict_enriched","0.99609375","parity2","0.02"
"42","0.4921875","0.4921875","5","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000030","0.5078125","0.0089111328125","8","conflict_enriched","0.9921875","parity2","0.02"
"43","0.75","0.75","5","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00000000","0.25","0.9998779296875","1","conflict_enriched","1.0","mux3","0.02"
"43","0.75390625","0.74609375","5","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFDFFF00000000","0.25390625","0.0001220703125","2","conflict_enriched","0.99609375","mux3","0.02"
"44","0.5","0.5","6","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000","0.5","0.459716796875","1","conflict_enriched","1.0","parity2","0.02"
"44","0.4921875","0.4921875","6","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000101","0.5078125","0.1224365234375","2","conflict_enriched","0.9921875","parity2","0.02"
"44","0.49609375","0.49609375","6","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000100","0.50390625","0.079833984375","3","conflict_enriched","0.99609375","parity2","0.02"
"44","0.49609375","0.49609375","6","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000001","0.50390625","0.0399169921875","4","conflict_enriched","0.99609375","parity2","0.02"
"44","0.484375","0.484375","6","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000001010101","0.515625","0.0299072265625","5","conflict_enriched","0.984375","parity2","0.02"
"44","0.4921875","0.4921875","6","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000001100","0.5078125","0.0228271484375","6","conflict_enriched","0.9921875","parity2","0.02"
"44","0.484375","0.484375","6","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000001111","0.515625","0.022705078125","7","conflict_enriched","0.984375","parity2","0.02"
"44","0.48828125","0.48828125","6","0x0000000000000000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000001000101","0.51171875","0.01953125","8","conflict_enriched","0.98828125","parity2","0.02"
"45","0.75","0.75","6","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00000000FFFFFFFF00000000","0.25","0.955078125","1","conflict_enriched","1.0","mux3","0.02"
"45","0.75390625","0.74609375","6","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF00010000FFFFFFFF00000000","0.25390625","0.0126953125","2","conflict_enriched","0.99609375","mux3","0.02"
"45","0.75390625","0.74609375","6","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF01000000FFFFFFFF00000000","0.25390625","0.0115966796875","3","conflict_enriched","0.99609375","mux3","0.02"
"45","0.7578125","0.7421875","6","0xFFFFFFFFFFFFFFFF0000000000000000FFFFFFFF01010000FFFFFFFF00000000","0.2578125","0.00927734375","4","conflict_enriched","0.9921875","mux3","0.02"
"45","0.74609375","0.74609375","6","0xFFFFFFFFFFFFFFFF0000000000000000FFFF7FFF00000000FFFFFFFF00000000","0.25390625","0.002685546875","5","conflict_enriched","0.99609375","mux3","0.02"
"45","0.7421875","0.7421875","6","0xFFFFFFFFFFFFFFFF0000000000000000FFFF7F7F00000000FFFFFFFF00000000","0.2578125","0.0008544921875","6","conflict_enriched","0.9921875","mux3","0.02"
