condition_index,dataset_index,lineage_count,log_volume,replica,sampling_protocol,target_function_mass,target_name,threshold,train_hard_exact_mass,unseen_agreement,unseen_target_accuracy
18,1,6,-118.53568632021809,3,cell_balanced,0.0,parity2,0.5,0.0,0.8645706916855405,0.5697610037667411
19,1,43,-45.40243717170397,0,cell_balanced,0.0,mux3,0.5,0.0,0.8314179401769086,0.6838269914899554
19,1,40,-45.55602802471059,1,cell_balanced,0.0,mux3,0.5,0.0,0.8311501142991814,0.6838335309709821
19,1,45,-45.424465770473795,2,cell_balanced,0.0,mux3,0.5,0.0,0.8314535266248735,0.6857038225446429
19,1,42,-45.45281088943859,3,cell_balanced,0.0,mux3,0.5,0.0,0.8310769500615284,0.6840493338448661
20,2,8,-135.87131678362357,0,cell_balanced,0.0,parity2,0.5,0.0078125,0.8483298048319841,0.7057582310267857
20,2,11,-136.16154991427737,1,cell_balanced,0.0,parity2,0.5,0.0048828125,0.8496929240314931,0.7042955671037946
20,2,9,-136.2003035945466,2,cell_balanced,0.0,parity2,0.5,0.0048828125,0.8474727121864696,0.7030617850167411
20,2,8,-135.90258898161912,3,cell_balanced,0.0,parity2,0.5,0.009765625,0.8484771087452676,0.705474853515625
21,2,40,-52.97239444565546,0,cell_balanced,0.0,mux3,0.5,0.0,0.8705451215117996,0.7388371058872768
21,2,45,-52.590955572711486,1,cell_balanced,0.0,mux3,0.5,0.0,0.8690209868931122,0.7386300223214286
21,2,40,-52.598384394868454,2,cell_balanced,0.0,mux3,0.5,0.0,0.8691619589786502,0.7391292027064732
21,2,43,-53.18535927412466,3,cell_balanced,0.0,mux3,0.5,0.0,0.8720091942824375,0.7393253871372768
22,3,29,-79.64499597827579,0,cell_balanced,0.0,parity2,0.5,0.0,0.9500763452729439,0.46035548618861605
22,3,21,-79.65392361309448,1,cell_balanced,0.0,parity2,0.5,0.0,0.9514149102706105,0.46017674037388395
22,3,21,-79.71728484187332,2,cell_balanced,0.0,parity2,0.5,0.0,0.9511833310717938,0.4600154331752232
22,3,21,-79.52887088207663,3,cell_balanced,0.0,parity2,0.5,0.0,0.9504295454012625,0.4600612095424107
23,3,37,-47.62845853969345,0,cell_balanced,0.0,mux3,0.5,0.0,0.8501525193117977,0.7056492396763393
23,3,42,-47.63833063953298,1,cell_balanced,0.0,mux3,0.5,0.0,0.8488549397474091,0.7049124581473214
23,3,40,-47.68987703387966,2,cell_balanced,0.0,mux3,0.5,0.0,0.8483515881936327,0.7048775809151786
23,3,47,-47.672257287478836,3,cell_balanced,0.0,mux3,0.5,0.0,0.8482156296037264,0.7045833042689732
24,4,11,-102.69915537050849,0,cell_balanced,0.0,parity2,0.5,0.0,0.8626642684409404,0.5245252336774554
24,4,13,-103.90126517108575,1,cell_balanced,0.0,parity2,0.5,0.0,0.86360344057165,0.5234483991350446
24,4,16,-103.1938618388606,2,cell_balanced,0.0,parity2,0.5,0.0,0.8602714466694236,0.5222800118582589
24,4,11,-103.71145695679209,3,cell_balanced,0.0,parity2,0.5,0.0,0.860708919953498,0.5244118826729911
25,4,39,-50.77557042510318,0,cell_balanced,0.0,mux3,0.5,0.0,0.8544661488434185,0.7119271414620536
25,4,43,-51.069714596813135,1,cell_balanced,0.0,mux3,0.5,0.0,0.8550028015941774,0.710693359375
25,4,44,-51.003582081066114,2,cell_balanced,0.0,mux3,0.5,0.0,0.8554674103701136,0.7090606689453125
25,4,46,-50.866144818876094,3,cell_balanced,0.0,mux3,0.5,0.0,0.8574643576666802,0.7116415841238839
26,5,13,-114.246247099674,0,cell_balanced,0.0,parity2,0.5,0.0,0.8755776509627002,0.5555507114955357
26,5,10,-114.16153925553387,1,cell_balanced,0.0,parity2,0.5,0.0,0.8782977896796924,0.5542471749441964
26,5,8,-114.32477709079143,2,cell_balanced,0.0,parity2,0.5,0.0,0.8719444703520015,0.5546286446707589
26,5,12,-114.68187120270348,3,cell_balanced,0.0,parity2,0.5,0.0,0.8780390409125778,0.5539267403738839
27,5,37,-57.520810567336156,0,cell_balanced,0.0,mux3,0.5,0.0,0.8553119408908779,0.7408251081194196
27,5,42,-57.256286637017446,1,cell_balanced,0.0,mux3,0.5,0.0,0.8563839983429311,0.7406638009207589
27,5,36,-57.30845845714211,2,cell_balanced,0.0,mux3,0.5,0.0,0.8568006935202158,0.7406245640345982
27,5,32,-57.84652508557371,3,cell_balanced,0.0,mux3,0.5,0.0,0.8560244536082039,0.7406812395368304
28,6,3,-148.5193443390518,0,cell_balanced,0.00830078125,parity2,0.5,0.2724609375,0.8538968380884047,0.8961530412946429
28,6,1,-149.80904721853102,1,cell_balanced,0.01171875,parity2,0.5,0.24560546875,0.8457034700239134,0.8880266462053571
28,6,2,-150.19568760345112,2,cell_balanced,0.0107421875,parity2,0.5,0.23779296875,0.8501054065093898,0.8919743129185268
28,6,11,-155.80534254323896,3,cell_balanced,0.0009765625,parity2,0.5,0.04248046875,0.8202233091885882,0.8237871442522321
29,6,32,-60.04203252280598,0,cell_balanced,0.0,mux3,0.5,0.0,0.8415381943857572,0.7455989292689732
29,6,30,-60.315336807116104,1,cell_balanced,0.0,mux3,0.5,0.0,0.8421662422673754,0.7458452497209821
29,6,31,-60.368934048345295,2,cell_balanced,0.0,mux3,0.5,0.0,0.8394901473437827,0.7454136439732143
29,6,29,-59.97675041862826,3,cell_balanced,0.0,mux3,0.5,0.0,0.8404197610342227,0.7462332589285714
30,7,8,-138.93574534711837,0,cell_balanced,0.0,parity2,0.5,0.123046875,0.8023961514652596,0.7563759940011161
30,7,8,-139.28921515900709,1,cell_balanced,0.0,parity2,0.5,0.12158203125,0.7927267306331347,0.7592991420200893
30,7,8,-139.21397223413814,2,cell_balanced,0.0,parity2,0.5,0.1279296875,0.8061499562697099,0.7666822160993304
30,7,13,-140.33309678389566,3,cell_balanced,0.0,parity2,0.5,0.12158203125,0.7814128406382761,0.7520250592912946
31,7,37,-61.80398221924642,0,cell_balanced,0.0,mux3,0.5,0.0,0.8220552839398575,0.7501482282366071
31,7,34,-61.73184563774865,1,cell_balanced,0.0,mux3,0.5,0.0,0.8209170351408474,0.7507084437779018
31,7,39,-61.701320397748866,2,cell_balanced,0.0,mux3,0.5,0.0,0.8169922369108321,0.750762939453125
31,7,31,-61.69974189892153,3,cell_balanced,0.0,mux3,0.5,0.0,0.8203579302783854,0.7511138916015625
32,0,9,-135.07965258808233,0,conflict_enriched,0.0,parity2,0.5,0.0,0.7859111793609114,0.6782618931361607
32,0,11,-134.6512386070345,1,conflict_enriched,0.0,parity2,0.5,0.00146484375,0.7859349199878469,0.6795327322823661
32,0,9,-134.62440981584072,2,conflict_enriched,0.0,parity2,0.5,0.001953125,0.7866122679531021,0.6815665108816964
32,0,8,-135.33834747199603,3,conflict_enriched,0.0,parity2,0.5,0.00146484375,0.8010076623592235,0.6716657366071429
33,0,14,-106.39500345267109,0,conflict_enriched,0.0,mux3,0.5,0.00048828125,0.875509919786796,0.80535888671875
33,0,14,-106.85867712620957,1,conflict_enriched,0.0,mux3,0.5,0.0,0.8768281773584439,0.8090972900390625
33,0,16,-106.53472449839322,2,conflict_enriched,0.0,mux3,0.5,0.00048828125,0.8736085760609221,0.8068738664899554
33,0,13,-107.31774195013857,3,conflict_enriched,0.0,mux3,0.5,0.0,0.8719475223227917,0.8029872349330357
34,1,16,-110.1572413255017,0,conflict_enriched,0.0,parity2,0.5,0.0,0.8515482539200169,0.5335540771484375
34,1,12,-111.23737512316595,1,conflict_enriched,0.0,parity2,0.5,0.0,0.8493697984876333,0.5330352783203125
34,1,15,-112.00035930197788,2,conflict_enriched,0.0,parity2,0.5,0.0,0.8502969735831291,0.5325404575892857
34,1,12,-111.44126313024151,3,conflict_enriched,0.0,parity2,0.5,0.0,0.8486083221914746,0.5331747872488839
35,1,11,-104.21258366090856,0,conflict_enriched,0.0,mux3,0.5,0.00048828125,0.8776187485415284,0.7960466657366071
35,1,16,-104.10277569960093,1,conflict_enriched,0.0,mux3,0.5,0.0009765625,0.8726923203333549,0.7948499407087054
35,1,14,-104.66764696951336,2,conflict_enriched,0.0,mux3,0.5,0.0,0.8748957814803566,0.7957807268415179
35,1,19,-104.21130222684383,3,conflict_enriched,0.0,mux3,0.5,0.0,0.875942113353083,0.7968771798270089
36,2,10,-127.93896890814955,0,conflict_enriched,0.0,parity2,0.5,0.0,0.8277727710501049,0.6020921979631696
36,2,10,-127.99417210128972,1,conflict_enriched,0.0,parity2,0.5,0.0,0.8202318069997906,0.6068464006696429
36,2,10,-126.73279562171052,2,conflict_enriched,0.0,parity2,0.5,0.0,0.8366736617638401,0.6051112583705357
36,2,11,-128.4490498923301,3,conflict_enriched,0.0,parity2,0.5,0.0,0.8227810928565159,0.6046033586774554
37,2,26,-78.06862402688631,0,conflict_enriched,0.0,mux3,0.5,0.0,0.9107229198312317,0.6705409458705357
37,2,22,-78.26215517496627,1,conflict_enriched,0.0,mux3,0.5,0.0,0.9116129345733793,0.6697453090122768
37,2,27,-77.94693435846025,2,conflict_enriched,0.0,mux3,0.5,0.0,0.9115110907553629,0.6708156040736607
37,2,25,-78.0887349658779,3,conflict_enriched,0.0,mux3,0.5,0.0,0.9142889357867732,0.6717071533203125
38,3,11,-135.63964972729346,0,conflict_enriched,0.0,parity2,0.5,0.0048828125,0.7957991323764578,0.6845768519810268
38,3,14,-136.01220763451457,1,conflict_enriched,0.0,parity2,0.5,0.005859375,0.7925853411112571,0.6847294398716518
38,3,14,-135.91266286598807,2,conflict_enriched,0.0,parity2,0.5,0.00439453125,0.7822340231096848,0.6873539515904018
38,3,10,-136.36676761380315,3,conflict_enriched,0.0,parity2,0.5,0.01416015625,0.7683892506632637,0.6928623744419643
39,3,15,-93.34808500321974,0,conflict_enriched,0.0,mux3,0.5,0.0,0.8767542442712059,0.7361297607421875
39,3,16,-92.83653494209474,1,conflict_enriched,0.0,mux3,0.5,0.0,0.8759335729463358,0.7341591971261161
39,3,20,-93.11456915475988,2,conflict_enriched,0.0,mux3,0.5,0.0,0.8761034929641701,0.7342136928013393
39,3,20,-93.34834743682323,3,conflict_enriched,0.0,mux3,0.5,0.0,0.8755764540278893,0.734832763671875
40,4,12,-131.02126292121716,0,conflict_enriched,0.0,parity2,0.5,0.00048828125,0.8309405037526334,0.6234937395368304
40,4,12,-129.54681461268478,1,conflict_enriched,0.0,parity2,0.5,0.00390625,0.8312244776014224,0.6258893694196429
40,4,9,-130.21388699484538,2,conflict_enriched,0.0,parity2,0.5,0.001953125,0.8224531071609859,0.6240038190569196
40,4,6,-129.61810769216936,3,conflict_enriched,0.0,parity2,0.5,0.001953125,0.8166647368045136,0.6262773786272321
41,4,16,-103.19014869072105,0,conflict_enriched,0.0,mux3,0.5,0.0,0.9024567112552287,0.7872554234095982
41,4,13,-103.28623275053187,1,conflict_enriched,0.0,mux3,0.5,0.0,0.903167270966822,0.7864249093191964
41,4,12,-103.18284033904075,2,conflict_enriched,0.0,mux3,0.5,0.0,0.9023645770916662,0.7857862200055804
41,4,15,-103.47419038373143,3,conflict_enriched,0.0,mux3,0.5,0.0,0.9016974435380718,0.7866080147879464
42,5,10,-135.8424716098651,0,conflict_enriched,0.0,parity2,0.5,0.01171875,0.7725023510185037,0.6940983363560268
42,5,8,-133.96908272061793,1,conflict_enriched,0.0,parity2,0.5,0.01953125,0.7912747848141226,0.7290518624441964
42,5,13,-135.52504088546993,2,conflict_enriched,0.0,parity2,0.5,0.015625,0.7722902401134718,0.7028547014508929
42,5,9,-136.19557242076615,3,conflict_enriched,0.0,parity2,0.5,0.0078125,0.7814984321261461,0.6736646379743304
43,5,12,-114.36876545499234,0,conflict_enriched,0.0,mux3,0.5,0.00439453125,0.8701689027510316,0.8693062918526786
43,5,10,-114.75617581849505,1,conflict_enriched,0.0,mux3,0.5,0.00439453125,0.8673406373731538,0.8728964669363839
43,5,15,-114.63520698882134,2,conflict_enriched,0.0,mux3,0.5,0.00390625,0.8693384110232908,0.8729836600167411
43,5,15,-114.69691029730804,3,conflict_enriched,0.0,mux3,0.5,0.0029296875,0.8703283250968317,0.8684605189732143
44,6,7,-139.9789009958585,0,conflict_enriched,0.0,parity2,0.5,0.0029296875,0.7685053788972537,0.7462114606584821
44,6,11,-139.19755473555972,1,conflict_enriched,0.0,parity2,0.5,0.01171875,0.7544520224569163,0.7641557965959821
44,6,5,-139.00672937172828,2,conflict_enriched,0.0,parity2,0.5,0.017578125,0.7828093291876396,0.7858363560267857
44,6,10,-140.31815200770092,3,conflict_enriched,0.0,parity2,0.5,0.0068359375,0.7592981282461213,0.7507912772042411
45,6,16,-104.72605947177196,0,conflict_enriched,0.0,mux3,0.5,0.0,0.8954055427265347,0.7865186418805804
45,6,17,-104.63127356738988,1,conflict_enriched,0.0,mux3,0.5,0.0,0.8954862783222889,0.7895137241908482
45,6,16,-105.29936544140409,2,conflict_enriched,0.0,mux3,0.5,0.0,0.8944382575362083,0.7884107317243304
45,6,17,-104.94966162564988,3,conflict_enriched,0.0,mux3,0.5,0.0,0.8924130566147268,0.7918810163225446
46,7,9,-122.29928902294253,0,conflict_enriched,0.0,parity2,0.5,0.0,0.8416077635594227,0.5954982212611607
46,7,8,-122.31013359015732,1,conflict_enriched,0.0,parity2,0.5,0.0,0.8431830745954991,0.5962393624441964
46,7,12,-122.24522079706978,2,conflict_enriched,0.0,parity2,0.5,0.0,0.8406683678021025,0.5921827043805804
46,7,9,-123.13191165483444,3,conflict_enriched,0.0,parity2,0.5,0.00048828125,0.8373844727891482,0.5944235665457589
47,7,20,-88.39740474331697,0,conflict_enriched,0.0,mux3,0.5,0.0,0.9342980439069424,0.7397395542689732
47,7,20,-88.56043139580635,1,conflict_enriched,0.0,mux3,0.5,0.0,0.9323185948602103,0.7395738874162946
47,7,25,-88.09066777724783,2,conflict_enriched,0.0,mux3,0.5,0.0,0.9334676331107369,0.7390572684151786
47,7,24,-88.5541349202209,3,conflict_enriched,0.0,mux3,0.5,0.0,0.9319929859960843,0.7386322021484375
0,0,5,-164.84812250367122,0,uniform_random,0.0,parity2,0.4,0.04052734375,0.8672412491882994,0.6175994873046875
0,0,9,-165.16161382434703,1,uniform_random,0.0,parity2,0.4,0.048828125,0.8690725786170638,0.6207667759486607
0,0,7,-164.73388886382457,2,uniform_random,0.0,parity2,0.4,0.0419921875,0.8696737593587525,0.6181989397321429
0,0,6,-164.6022400976808,3,uniform_random,0.0,parity2,0.4,0.0380859375,0.8687284747673534,0.61785888671875
1,0,32,-66.17934100360004,0,uniform_random,0.0,mux3,0.4,0.0,0.8801074102890117,0.7190638950892857
1,0,36,-66.33521744677604,1,uniform_random,0.0,mux3,0.4,0.0,0.8811121092761783,0.7187085832868304
1,0,34,-66.57565765147382,2,uniform_random,0.0,mux3,0.4,0.0,0.881525143366381,0.717529296875
1,0,31,-66.59528659299093,3,uniform_random,0.0,mux3,0.4,0.0,0.8824114501663475,0.7183619907924107
2,1,5,-192.40676232860454,0,uniform_random,0.0,parity2,0.4,0.02734375,0.9023118374177804,0.6545584542410714
2,1,9,-189.6510021211567,1,uniform_random,0.0,parity2,0.4,0.08642578125,0.8776761226106967,0.6734161376953125
2,1,2,-185.54271275180636,2,uniform_random,0.0,parity2,0.4,0.14794921875,0.8671022066809443,0.6835675920758929
2,1,6,-189.98692058607023,3,uniform_random,0.0,parity2,0.4,0.1142578125,0.8750056183523689,0.6748308454241071
3,1,24,-75.32849503154252,0,uniform_random,0.0,mux3,0.4,0.0,0.8853410822921391,0.7221897670200893
3,1,30,-75.47031962701303,1,uniform_random,0.0,mux3,0.4,0.00048828125,0.8854032824365415,0.7216251918247768
3,1,25,-75.52793119679197,2,uniform_random,0.0,mux3,0.4,0.0,0.8872578392159258,0.7217450823102679
3,1,30,-75.75978300945789,3,uniform_random,0.0,mux3,0.4,0.00048828125,0.8856972470703807,0.7216382707868304
4,2,8,-172.84440918868938,0,uniform_random,0.0,parity2,0.4,0.00341796875,0.8306871135050641,0.6509268624441964
4,2,7,-172.37288645150159,1,uniform_random,0.0,parity2,0.4,0.00048828125,0.8608907795025603,0.6301487513950893
4,2,8,-173.39264765504936,2,uniform_random,0.0,parity2,0.4,0.00048828125,0.8599120552786579,0.6321432931082589
4,2,2,-171.88672302747466,3,uniform_random,0.0,parity2,0.4,0.0029296875,0.8447466569482943,0.6457061767578125
5,2,25,-79.42024660831966,0,uniform_random,0.0,mux3,0.4,0.0,0.9101761911043328,0.7065974644252232
5,2,30,-79.20163781707592,1,uniform_random,0.0,mux3,0.4,0.0,0.9101928331837151,0.7045658656529018
5,2,25,-79.18422415842852,2,uniform_random,0.0,mux3,0.4,0.0,0.9109475240095752,0.7045876639229911
5,2,19,-79.0166787443296,3,uniform_random,0.0,mux3,0.4,0.0,0.9080911264040854,0.7058606828962054
6,3,4,-167.319571369393,0,uniform_random,0.0,parity2,0.4,0.00146484375,0.892215602836686,0.6088649204799107
6,3,6,-168.32373553410937,1,uniform_random,0.0,parity2,0.4,0.0,0.8955929673835349,0.6036529541015625
6,3,5,-167.88559476978895,2,uniform_random,0.0,parity2,0.4,0.0,0.896673143546441,0.6058589390345982
6,3,7,-168.8416681015574,3,uniform_random,0.0,parity2,0.4,0.0,0.8915473916158064,0.6065739222935268
7,3,21,-92.67370620677909,0,uniform_random,0.0,mux3,0.4,0.0,0.9083870419138799,0.7038029261997768
7,3,22,-92.8913773877223,1,uniform_random,0.0,mux3,0.4,0.0,0.9081635324410396,0.7029898507254464
7,3,25,-92.59383446851803,2,uniform_random,0.0,mux3,0.4,0.0,0.9078076147169585,0.7035893031529018
7,3,24,-92.94525501496153,3,uniform_random,0.0,mux3,0.4,0.0,0.9081327486407591,0.7037353515625
8,4,7,-171.12645955894303,0,uniform_random,0.0,parity2,0.4,0.0,0.860840325079657,0.6046883719308036
8,4,9,-171.1861612653672,1,uniform_random,0.0,parity2,0.4,0.0,0.8595640347685966,0.6006949288504464
8,4,5,-170.3519254895971,2,uniform_random,0.0,parity2,0.4,0.0,0.8597666383480126,0.6140289306640625
8,4,7,-169.5001500622159,3,uniform_random,0.0,parity2,0.4,0.0,0.8581590547973625,0.613189697265625
9,4,29,-71.61283114282767,0,uniform_random,0.0,mux3,0.4,0.00244140625,0.8799097371439147,0.7269984654017857
9,4,24,-71.88236164449692,1,uniform_random,0.0,mux3,0.4,0.0,0.8797054510404763,0.7270921979631696
9,4,26,-72.05202406558261,2,uniform_random,0.0,mux3,0.4,0.00146484375,0.8793288276220318,0.7261178152901786
9,4,29,-71.74476274981559,3,uniform_random,0.0,mux3,0.4,0.00048828125,0.880564170835805,0.7278180803571429
10,5,5,-149.23630206427637,0,uniform_random,0.0,parity2,0.4,0.0,0.8990324937387957,0.5562547956194196
10,5,5,-148.47250841346607,1,uniform_random,0.0,parity2,0.4,0.0,0.8970952994725785,0.5581686837332589
10,5,5,-149.58236905038032,2,uniform_random,0.0,parity2,0.4,0.0,0.90033312101442,0.5625087193080357
10,5,7,-148.56566835442325,3,uniform_random,0.0,parity2,0.4,0.0,0.8955109858680931,0.5655343191964286
11,5,26,-76.82428586391904,0,uniform_random,0.0,mux3,0.4,0.0,0.8954381134099226,0.7084568568638393
11,5,24,-76.48689536475561,1,uniform_random,0.0,mux3,0.4,0.0,0.8958433014007596,0.7081582205636161
11,5,30,-77.00217986489989,2,uniform_random,0.0,mux3,0.4,0.0,0.8963598490543381,0.7077353341238839
11,5,30,-76.2283324577291,3,uniform_random,0.0,mux3,0.4,0.0,0.8964006683649908,0.7071947370256696
12,6,9,-191.4467976783224,0,uniform_random,0.0,parity2,0.4,0.01513671875,0.9210990114017028,0.7582441057477679
12,6,11,-190.96825903237888,1,uniform_random,0.0,parity2,0.4,0.02685546875,0.9126851794458298,0.7579149518694196
12,6,6,-191.38452963039592,2,uniform_random,0.0,parity2,0.4,0.02587890625,0.919010113102417,0.7601405552455357
12,6,11,-192.21946664224728,3,uniform_random,0.0,parity2,0.4,0.0146484375,0.9206208764104918,0.7572893415178571
13,6,26,-82.92399306814714,0,uniform_random,0.0,mux3,0.4,0.0,0.9071563458740525,0.7042083740234375
13,6,29,-82.74981273212431,1,uniform_random,0.0,mux3,0.4,0.0,0.9070558693730264,0.7032993861607143
13,6,23,-82.47143185820063,2,uniform_random,0.0,mux3,0.4,0.0,0.9077704330658378,0.7025735037667411
13,6,25,-82.67949037850815,3,uniform_random,0.0,mux3,0.4,0.0,0.9061405784345504,0.7034149169921875
14,7,11,-157.59561393228614,0,uniform_random,0.0,parity2,0.4,0.0,0.9014342158494139,0.5895254952566964
14,7,5,-156.77361515353937,1,uniform_random,0.0,parity2,0.4,0.0,0.9010202659549963,0.5899462018694196
14,7,9,-157.22305168236755,2,uniform_random,0.0,parity2,0.4,0.0,0.899013726141724,0.5893881661551339
14,7,6,-157.10624051449307,3,uniform_random,0.0,parity2,0.4,0.0,0.8976403499350093,0.59466552734375
15,7,29,-78.87649301808179,0,uniform_random,0.0,mux3,0.4,0.0,0.9071544567616373,0.7333112444196429
15,7,23,-78.15521554710602,1,uniform_random,0.0,mux3,0.4,0.0,0.9062149396070142,0.7298845563616071
15,7,26,-78.60350395819248,2,uniform_random,0.0,mux3,0.4,0.0,0.9059040986182959,0.7320643833705357
15,7,23,-78.34293506018905,3,uniform_random,0.0,mux3,0.4,0.0,0.9069867921779041,0.7321036202566964
16,0,4,-179.16280410601925,0,cell_balanced,0.0,parity2,0.4,0.0029296875,0.8699658071930723,0.6648908342633929
16,0,6,-183.38375081247014,1,cell_balanced,0.0,parity2,0.4,0.0,0.8857407030452612,0.6294577462332589
16,0,4,-180.82697388619232,2,cell_balanced,0.0,parity2,0.4,0.0029296875,0.8662823851371945,0.6627567836216518
16,0,3,-178.26156669432473,3,cell_balanced,0.0,parity2,0.4,0.0068359375,0.8709691069165896,0.6725027901785714
17,0,20,-105.30137268235389,0,cell_balanced,0.0,mux3,0.4,0.0,0.8995088375873447,0.7416469029017857
17,0,19,-105.23736153247738,1,cell_balanced,0.0,mux3,0.4,0.0,0.898157651529732,0.7421482631138393
17,0,19,-105.47323619509547,2,cell_balanced,0.0,mux3,0.4,0.0,0.8987668934782881,0.7421678815569196
17,0,19,-105.62026839331199,3,cell_balanced,0.0,mux3,0.4,0.0,0.8985200970210653,0.7425973074776786
18,1,7,-183.81194415733856,0,cell_balanced,0.0,parity2,0.4,0.01416015625,0.8823202744025446,0.6645071847098214
18,1,4,-184.60614249336962,1,cell_balanced,0.0,parity2,0.4,0.00732421875,0.8895509043511247,0.6635851178850446
18,1,11,-182.30874990298292,2,cell_balanced,0.0,parity2,0.4,0.029296875,0.8581885649908513,0.6757376534598214
18,1,4,-181.24173402632502,3,cell_balanced,0.0,parity2,0.4,0.04443359375,0.8416995612181807,0.6996416364397321
19,1,25,-81.71699720504105,0,cell_balanced,0.0,mux3,0.4,0.0,0.8937530506929239,0.6973484584263393
19,1,22,-81.97278589116215,1,cell_balanced,0.0,mux3,0.4,0.0,0.8939720450380075,0.6967184884207589
19,1,23,-81.7584254596974,2,cell_balanced,0.0,mux3,0.4,0.0,0.8932560054095661,0.6977648053850446
19,1,26,-81.9739517871768,3,cell_balanced,0.0,mux3,0.4,0.0,0.8941024470390848,0.6977255684988839
20,2,6,-196.2304432145237,0,cell_balanced,0.0,parity2,0.4,0.31884765625,0.8944297235187927,0.7750810895647321
20,2,9,-196.49715969962102,1,cell_balanced,0.0,parity2,0.4,0.2841796875,0.8938621208451283,0.7715192522321429
20,2,7,-196.44435377609912,2,cell_balanced,0.0,parity2,0.4,0.26806640625,0.8948250421218825,0.7677939278738839
20,2,6,-196.12727701464271,3,cell_balanced,0.0,parity2,0.4,0.3134765625,0.8927097132870021,0.7742767333984375
21,2,20,-103.17410775986276,0,cell_balanced,0.0,mux3,0.4,0.0,0.9136267497057159,0.7445526123046875
21,2,22,-102.43369495535882,1,cell_balanced,0.0,mux3,0.4,0.0,0.9127087965456854,0.7449951171875
21,2,22,-102.52008799409231,2,cell_balanced,0.0,mux3,0.4,0.0,0.9121458772521799,0.7457122802734375
21,2,21,-103.21167063569455,3,cell_balanced,0.0,mux3,0.4,0.0,0.9125775830994781,0.7446572440011161
22,3,2,-155.00579001140548,0,cell_balanced,0.0,parity2,0.4,0.0,0.9471700576355205,0.5045907156808036
22,3,4,-156.46426736951815,1,cell_balanced,0.0,parity2,0.4,0.0,0.9459692764468581,0.5020621163504464
22,3,7,-157.69411520978701,2,cell_balanced,0.0,parity2,0.4,0.0,0.9406778981293128,0.5033373151506696
22,3,6,-155.21635408109447,3,cell_balanced,0.0,parity2,0.4,0.0,0.9402038331424144,0.509246826171875
23,3,23,-81.94020507672842,0,cell_balanced,0.0,mux3,0.4,0.0,0.9003198588915236,0.7102508544921875
23,3,26,-81.75671354303975,1,cell_balanced,0.0,mux3,0.4,0.0,0.9022561245748625,0.7095097133091518
23,3,24,-82.05664922267765,2,cell_balanced,0.0,mux3,0.4,0.0,0.9025963905659796,0.7106345040457589
23,3,30,-81.6063592534281,3,cell_balanced,0.0,mux3,0.4,0.00048828125,0.9023747425184504,0.709259033203125
24,4,6,-165.06770377631855,0,cell_balanced,0.0,parity2,0.4,0.00439453125,0.8509786215686391,0.6012224469866071
24,4,7,-165.9523418672836,1,cell_balanced,0.0,parity2,0.4,0.01123046875,0.8306367677008001,0.6070011683872768
24,4,9,-165.37974071258083,2,cell_balanced,0.0,parity2,0.4,0.00341796875,0.840516744700569,0.6017521449497768
24,4,7,-165.3392996060425,3,cell_balanced,0.0,parity2,0.4,0.0087890625,0.8357789082673249,0.604400634765625
25,4,21,-91.39451823400043,0,cell_balanced,0.0,mux3,0.4,0.0,0.9112154648952736,0.7182704380580357
25,4,20,-91.94349801706511,1,cell_balanced,0.0,mux3,0.4,0.0,0.9133296521695513,0.7196742466517857
25,4,22,-91.80456581727996,2,cell_balanced,0.0,mux3,0.4,0.0,0.9099669064137031,0.7193494524274554
25,4,24,-91.65456591699605,3,cell_balanced,0.0,mux3,0.4,0.0,0.9133037966738128,0.72088623046875
26,5,9,-182.564053542238,0,cell_balanced,0.0,parity2,0.4,0.00048828125,0.860134925818325,0.6604134695870536
26,5,9,-182.08552090090146,1,cell_balanced,0.0,parity2,0.4,0.00048828125,0.8483773052538505,0.6608821323939732
26,5,3,-180.80448387792396,2,cell_balanced,0.0,parity2,0.4,0.00341796875,0.8369433149904423,0.7205570765904018
26,5,6,-181.69745770804604,3,cell_balanced,0.0,parity2,0.4,0.0009765625,0.8289437864720094,0.7228197370256696
27,5,22,-106.81568333604659,0,cell_balanced,0.0,mux3,0.4,0.0,0.9087085594759207,0.7424970354352679
27,5,24,-106.2056497991688,1,cell_balanced,0.0,mux3,0.4,0.0,0.9072101312685649,0.7426343645368304
27,5,20,-106.74179629075225,2,cell_balanced,0.0,mux3,0.4,0.0,0.9083757711327063,0.7421460832868304
27,5,19,-107.18042172395037,3,cell_balanced,0.0,mux3,0.4,0.0,0.909303365794319,0.7421809605189732
28,6,3,-205.0460056363771,0,cell_balanced,0.14794921875,parity2,0.4,0.84521484375,0.9438301729086065,0.9662584577287946
28,6,1,-206.59166506822675,1,cell_balanced,0.1826171875,parity2,0.4,0.85791015625,0.9463401984516212,0.96868896484375
28,6,1,-206.9004793804732,2,cell_balanced,0.15087890625,parity2,0.4,0.85595703125,0.9410381286523124,0.9641919817243304
28,6,4,-216.0713561812686,3,cell_balanced,0.13916015625,parity2,0.4,0.80126953125,0.937432383832067,0.9625331333705357
29,6,19,-109.73567603476381,0,cell_balanced,0.0,mux3,0.4,0.0,0.9024252736133345,0.7425667898995536
29,6,20,-109.82418246109411,1,cell_balanced,0.0,mux3,0.4,0.0,0.9022869467111333,0.7433711460658482
29,6,18,-109.34576128303634,2,cell_balanced,0.0,mux3,0.4,0.0,0.9017446372720149,0.7433798653738839
