condition_index,dataset_index,lineage_count,log_volume,replica,sampling_protocol,target_function_mass,target_name,threshold,train_hard_exact_mass,unseen_agreement,unseen_target_accuracy
25,4,508,-2.81038068029562,0,cell_balanced,0.0,mux3,0.68,0.0,0.5455805362997188,0.5706460135323661
25,4,505,-2.8040191288326763,1,cell_balanced,0.0,mux3,0.68,0.0,0.5457402546845558,0.5694231305803571
25,4,532,-2.7693067504842945,2,cell_balanced,0.0,mux3,0.68,0.0,0.5460330564600199,0.5703081403459821
25,4,506,-2.748448656889046,3,cell_balanced,0.0,mux3,0.68,0.0,0.5470254921898172,0.5690111432756696
26,5,350,-4.610362967067513,0,cell_balanced,0.0,parity2,0.68,0.0,0.595145025392397,0.48567417689732145
26,5,337,-4.625852805386372,1,cell_balanced,0.0,parity2,0.68,0.0,0.5977190975966844,0.4864959716796875
26,5,321,-4.644104400431629,2,cell_balanced,0.0,parity2,0.68,0.0,0.5956427990595721,0.4863826206752232
26,5,341,-4.62075810472445,3,cell_balanced,0.0,parity2,0.68,0.0,0.5950781290891722,0.48591831752232145
27,5,494,-3.085969121405372,0,cell_balanced,0.0,mux3,0.68,0.0,0.5509583154204868,0.5878034319196429
27,5,474,-3.00758368089214,1,cell_balanced,0.0,mux3,0.68,0.0,0.551323461469365,0.5879298618861607
27,5,458,-3.069642107710615,2,cell_balanced,0.0,mux3,0.68,0.0,0.5506639141823128,0.5902993338448661
27,5,479,-3.1068427521601074,3,cell_balanced,0.0,mux3,0.68,0.0,0.5484083352563802,0.5893576485770089
28,6,90,-17.85871769613178,0,cell_balanced,0.0,parity2,0.68,0.0,0.6913653753151389,0.5191824776785714
28,6,83,-17.57080715273444,1,cell_balanced,0.0,parity2,0.68,0.0,0.6973345360724973,0.5163617815290179
28,6,90,-17.792236907181564,2,cell_balanced,0.0,parity2,0.68,0.0,0.7002715819528742,0.5160195486886161
28,6,96,-17.752942374929635,3,cell_balanced,0.0,parity2,0.68,0.0,0.6930077381281787,0.5185568673270089
29,6,445,-3.290052484473947,0,cell_balanced,0.0,mux3,0.68,0.0,0.5588390108878302,0.6052464076450893
29,6,451,-3.260647373294556,1,cell_balanced,0.0,mux3,0.68,0.0,0.5600587982086154,0.6035592215401786
29,6,444,-3.243261463289727,2,cell_balanced,0.0,mux3,0.68,0.0,0.5591293868470137,0.6032213483537946
29,6,445,-3.220749107611196,3,cell_balanced,0.0,mux3,0.68,0.0,0.560830307885369,0.6021793910435268
30,7,131,-12.19382914004153,0,cell_balanced,0.0,parity2,0.68,0.0,0.7214618496239597,0.4946681431361607
30,7,134,-12.022088115505776,1,cell_balanced,0.0,parity2,0.68,0.0,0.7187908981124107,0.4953155517578125
30,7,132,-12.115505896663306,2,cell_balanced,0.0,parity2,0.68,0.0,0.7216557573228898,0.4949863978794643
