agreement_0.95,agreement_0.99,agreement_0.995,agreement_0.99_bootstrap_median,agreement_0.99_bootstrap_q025,agreement_0.99_bootstrap_q975,agreement_0.99_right_censored_fraction,agreement_0.99_semantic_repetitions,minimum_agreement_n,n50,n50_bootstrap_median,n50_bootstrap_q025,n50_bootstrap_q975,n50_right_censored_fraction,n50_semantic_repetitions,n90,n90_bootstrap_median,n90_bootstrap_q025,n90_bootstrap_q975,n90_right_censored_fraction,n90_semantic_repetitions,optimizer_name,relevant_cell_count,sampling_protocol,target_name
42.6612371933216,58.32779534348951,63.19417457123697,58.268720560034495,55.930395083676565,60.23941586213786,0.0,14.581948835872378,32,64,64.0,64.0,64.0,0.0,16.0,80,80.0,72.0,80.0,0.0,20.0,adamw,4,uniform_random,parity2
45.54039188205705,71.57442798168145,79.57146441826883,71.55107131181491,69.58001866079546,73.89697097064906,0.0,8.946803497710182,32,80,80.0,80.0,88.0,0.0,10.0,104,104.0,96.0,104.0,0.0,13.0,adamw,8,uniform_random,mux3
38.203234720416134,52.45442700113704,55.856959439908636,52.45349490364274,51.23162723828605,53.62683804428195,0.0,13.11360675028426,32,56,56.0,56.0,56.0,0.0,14.0,64,64.0,64.0,72.0,0.0,16.0,adamw,4,cell_balanced,parity2
39.47275790527348,63.91839037772515,70.3869781615739,63.854487987532565,62.47400431988133,65.65213909183967,0.0,7.989798797215644,32,72,72.0,72.0,80.0,0.0,9.0,88,88.0,88.0,96.0,0.0,11.0,adamw,8,cell_balanced,mux3
42.21756145946955,63.09855458672685,70.64699479815569,63.05061063575517,61.71339037316178,64.85918258209072,0.0,15.774638646681712,32,72,72.0,72.0,72.0,0.0,18.0,88,88.0,80.0,96.0,0.0,22.0,adamw,4,conflict_enriched,parity2
32.0,46.4075062331199,51.945571044075876,46.41067218329667,45.346582165300084,47.48929636442509,0.0,5.800938279139988,32,56,56.0,56.0,56.0,0.0,7.0,72,72.0,64.0,72.0,0.0,9.0,adamw,8,conflict_enriched,mux3
